,avgType,fast,slow,sig,delay,window,stdev,numSell,exposure,drawdown,winLoss,value,zzz
52,simple,9,20,6,2,12,1.8,80,0.5035846724351051,-0.48374943543583426,2.2,13030.829999999998,simple-9-20-6-2-12-1.8
53,simple,9,20,6,2,12,2.0,85,0.515203955500618,-0.5792302103311269,1.9310344827586208,9880.320000000005,simple-9-20-6-2-12-2.0
54,simple,9,20,6,2,15,1.0,77,0.45784919653893696,-0.4066414253106155,2.347826086956522,13858.04999999999,simple-9-20-6-2-15-1.0
55,simple,9,20,6,2,15,1.2,80,0.47787391841779975,-0.4252788222279785,2.2,15043.800000000005,simple-9-20-6-2-15-1.2
56,simple,9,20,6,2,15,1.4,79,0.4899876390605686,-0.44739664618494907,2.4347826086956523,14427.629999999992,simple-9-20-6-2-15-1.4
57,simple,9,20,6,2,15,1.6,80,0.49814585908529047,-0.4920530872659573,2.2,12811.809999999994,simple-9-20-6-2-15-1.6
58,simple,9,20,6,2,15,1.8,85,0.515451174289246,-0.4835006999193014,2.0357142857142856,12323.609999999993,simple-9-20-6-2-15-1.8
59,simple,9,20,6,2,15,2.0,82,0.5288009888751545,-0.5169004562333029,2.4166666666666665,11914.939999999995,simple-9-20-6-2-15-2.0
60,simple,9,20,6,3,3,1.0,88,0.44276885043263287,-0.45755341807973365,2.142857142857143,13563.500000000002,simple-9-20-6-3-3-1.0
61,simple,9,20,6,3,3,1.2,91,0.46526576019777505,-0.46323579218316063,1.6,12348.630000000001,simple-9-20-6-3-3-1.2
62,simple,9,20,6,3,3,1.4,86,0.4899876390605686,-0.4474026940537322,2.185185185185185,13926.60000000001,simple-9-20-6-3-3-1.4
63,simple,9,20,6,3,3,1.6,90,0.49789864029666253,-0.39764921485450644,2.103448275862069,15463.820000000005,simple-9-20-6-3-3-1.6
64,simple,9,20,6,3,3,1.8,92,0.5176761433868974,-0.4224557192825781,2.066666666666667,15729.07,simple-9-20-6-3-3-1.8
65,simple,9,20,6,3,3,2.0,91,0.519159456118665,-0.3716845277963831,2.1379310344827585,17803.02999999999,simple-9-20-6-3-3-2.0
66,simple,9,20,6,3,6,1.0,77,0.4370828182941904,-0.3869316046599025,2.6666666666666665,17374.119999999988,simple-9-20-6-3-6-1.0
67,simple,9,20,6,3,6,1.2,81,0.4647713226205192,-0.3995069583984522,2.5217391304347827,18329.17,simple-9-20-6-3-6-1.2
68,simple,9,20,6,3,6,1.4,82,0.48158220024721876,-0.3710342710426438,2.1538461538461537,17425.269999999986,simple-9-20-6-3-6-1.4
69,simple,9,20,6,3,6,1.6,79,0.48825710754017304,-0.34813667485301786,2.4347826086956523,17745.299999999996,simple-9-20-6-3-6-1.6
70,simple,9,20,6,3,6,1.8,82,0.5008652657601977,-0.3740334524075316,2.1538461538461537,16214.549999999997,simple-9-20-6-3-6-1.8
71,simple,9,20,6,3,6,2.0,84,0.5070457354758962,-0.3740334524075316,2.0,16704.179999999986,simple-9-20-6-3-6-2.0
72,simple,9,20,6,3,9,1.0,75,0.4415327564894932,-0.40584765944779355,2.409090909090909,15994.869999999997,simple-9-20-6-3-9-1.0
